Date,Close
2020-01-01,32102.9
2020-01-02,32443.85
2020-01-03,32069.25
2020-01-06,31237.15
2020-01-07,31399.4
2020-01-08,31373.65
2020-01-09,32092.4
2020-01-10,32097.4
2020-01-13,32177.65
2020-01-14,32071.65
2020-01-15,31824.9
2020-01-16,31853.9
2020-01-17,31590.65
2020-01-20,31080.65
2020-01-21,30947.55
2020-01-22,30701.45
2020-01-23,31004.05
2020-01-24,31241.75
2020-01-27,30837.4
2020-01-28,30761.4
2020-01-29,30877.0
2020-01-30,30647.4
2020-01-31,30833.6
2020-02-01,29820.9
2020-02-03,30023.25
2020-02-04,30686.7
2020-02-05,31001.95
2020-02-06,31304.05
2020-02-07,31201.95
2020-02-10,31058.15
2020-02-11,31300.6
2020-02-12,31492.9
2020-02-13,31230.25
2020-02-14,30834.8
2020-02-17,30680.7
2020-02-18,30562.5
2020-02-19,30838.2
2020-02-20,30942.85
2020-02-24,30455.1
2020-02-25,30432.7
2020-02-26,30306.85
2020-02-27,30187.0
2020-02-28,29147.15
2020-03-02,28868.4
2020-03-03,29177.05
2020-03-04,28653.7
2020-03-05,28815.35
2020-03-06,27801.45
2020-03-09,26462.6
2020-03-11,26487.8
2020-03-12,23971.15
2020-03-13,25166.45
2020-03-16,23101.15
2020-03-17,22155.15
2020-03-18,20580.2
2020-03-19,20083.5
2020-03-20,20317.6
2020-03-23,16917.65
2020-03-24,17107.3
2020-03-25,18481.05
2020-03-26,19613.9
2020-03-27,19969.0
2020-03-30,18782.4
2020-03-31,19144.0
2020-04-01,18208.35
2020-04-03,17249.3
2020-04-07,19062.5
2020-04-08,18946.45
2020-04-09,19913.6
2020-04-13,19488.0
2020-04-15,19057.05
2020-04-16,19400.0
2020-04-17,20681.45
2020-04-20,20522.65
2020-04-21,19409.35
2020-04-22,19701.85
2020-04-23,20267.95
2020-04-24,19586.65
2020-04-27,20081.15
2020-04-28,20671.1
2020-04-29,21090.2
2020-04-30,21534.5
2020-05-04,19743.75
2020-05-05,19271.75
2020-05-06,19694.55
2020-05-07,19491.8
2020-05-08,19352.9
2020-05-11,18950.5
2020-05-12,18862.85
2020-05-13,19634.95
2020-05-14,19068.5
2020-05-15,18833.95
2020-05-18,17573.2
2020-05-19,17486.25
2020-05-20,17840.2
2020-05-21,17735.1
2020-05-22,17278.9
2020-05-26,17440.35
2020-05-27,18710.55
2020-05-28,19169.8
2020-05-29,19297.25
2020-06-01,19959.9
2020-06-02,20530.2
2020-06-03,20940.7
2020-06-04,20390.45
2020-06-05,21034.5
2020-06-08,21187.35
2020-06-09,20724.9
2020-06-10,21100.1
2020-06-11,20525.15
2020-06-12,20654.55
2020-06-15,19912.9
2020-06-16,20296.7
2020-06-17,20201.75
2020-06-18,20956.3
2020-06-19,21338.1
2020-06-22,21708.35
2020-06-23,22264.9
2020-06-24,21426.8
2020-06-25,21506.15
2020-06-26,21592.05
2020-06-29,21359.0
2020-06-30,21370.15
2020-07-01,21977.6
2020-07-02,21953.2
2020-07-03,21852.4
2020-07-06,22198.95
2020-07-07,22628.0
2020-07-08,22584.65
2020-07-09,22907.2
2020-07-10,22398.45
2020-07-13,22089.25
2020-07-14,21392.2
2020-07-15,21340.75
2020-07-16,21597.15
2020-07-17,21966.8
2020-07-20,22321.85
2020-07-21,22782.0
2020-07-22,22882.6
2020-07-23,23083.9
2020-07-24,22662.05
2020-07-27,21848.75
2020-07-28,22105.2
2020-07-29,22076.6
2020-07-30,21646.85
2020-07-31,21640.05
2020-08-03,21072.1
2020-08-04,21490.5
2020-08-05,21509.95
2020-08-06,21642.6
2020-08-07,21754.0
2020-08-10,21900.25
2020-08-11,22227.2
2020-08-12,22264.0
2020-08-13,22196.35
2020-08-14,21679.4
2020-08-17,21700.85
2020-08-18,22170.6
2020-08-19,22285.9
2020-08-20,21999.45
2020-08-21,22299.6
2020-08-24,22833.0
2020-08-25,23092.15
2020-08-26,23414.2
2020-08-27,23600.35
2020-08-28,24523.8
2020-08-31,23754.35
2020-09-01,23812.0
2020-09-02,23874.55
2020-09-03,23530.85
2020-09-04,23011.5
2020-09-07,22945.05
2020-09-08,22744.4
2020-09-09,22267.0
2020-09-10,22466.2
2020-09-11,22479.95
2020-09-14,22101.25
2020-09-15,22465.65
2020-09-16,22573.55
2020-09-17,22320.35
2020-09-18,22031.05
2020-09-21,21366.8
2020-09-22,21139.1
2020-09-23,21178.5
2020-09-24,20456.85
2020-09-25,20982.35
2020-09-28,21665.5
2020-09-29,21411.3
2020-09-30,21451.8
2020-10-01,22246.0
2020-10-05,22370.95
2020-10-06,22853.7
2020-10-07,22964.8
2020-10-08,23191.35
2020-10-09,23846.8
2020-10-12,23712.8
2020-10-13,23492.2
2020-10-14,23874.65
2020-10-15,23072.4
2020-10-16,23533.25
2020-10-19,24266.75
2020-10-20,24311.8
2020-10-21,24635.05
2020-10-22,24484.15
2020-10-23,24478.3
2020-10-26,24075.45
2020-10-27,24769.5
2020-10-28,24232.5
2020-10-29,24092.0
2020-10-30,23900.9
2020-11-02,24892.5
2020-11-03,25682.8
2020-11-04,25771.6
2020-11-05,26313.1
2020-11-06,26798.95
2020-11-09,27534.1
2020-11-10,28606.0
2020-11-11,28845.0
2020-11-12,28278.8
2020-11-13,28465.7
2020-11-14,28594.3
2020-11-17,29181.3
2020-11-18,29749.85
2020-11-19,28903.05
2020-11-20,29236.0
2020-11-23,29024.2
2020-11-24,29737.25
2020-11-25,29196.4
2020-11-26,29549.75
2020-11-27,29609.05
2020-12-01,29817.85
2020-12-02,29463.15
2020-12-03,29448.75
2020-12-04,30052.4
2020-12-07,30211.55
2020-12-08,30261.9
2020-12-09,30709.4
2020-12-10,30510.35
2020-12-11,30604.85
2020-12-14,30745.9
2020-12-15,30691.05
2020-12-16,30698.4
2020-12-17,30847.05
2020-12-18,30714.65
2020-12-21,29456.45
2020-12-22,29625.95
2020-12-23,29883.3
2020-12-24,30402.2
2020-12-28,30880.95
2020-12-29,31322.5
2020-12-30,31303.05
2020-12-31,31264.05
2021-01-01,31225.85
2021-01-04,31212.45
2021-01-05,31722.25
2021-01-06,31797.9
2021-01-07,31956.0
2021-01-08,32084.2
2021-01-11,31998.9
2021-01-12,32339.0
2021-01-13,32574.65
2021-01-14,32519.75
2021-01-15,32246.8
2021-01-18,31811.75
2021-01-19,32424.85
2021-01-20,32543.7
2021-01-21,32186.9
2021-01-22,31167.25
2021-01-25,31198.4
2021-01-27,30284.55
