Date,Close
2020-01-01,2167.6
2020-01-02,2157.65
2020-01-03,2200.65
2020-01-06,2200.45
2020-01-07,2205.85
2020-01-08,2255.25
2020-01-09,2214.35
2020-01-10,2213.55
2020-01-13,2190.35
2020-01-14,2206.9
2020-01-15,2226.9
2020-01-16,2238.8
2020-01-17,2219.1
2020-01-20,2170.35
2020-01-21,2171.05
2020-01-22,2206.9
2020-01-23,2190.95
2020-01-24,2183.4
2020-01-27,2169.25
2020-01-28,2183.75
2020-01-29,2154.6
2020-01-30,2137.85
2020-01-31,2079.05
2020-02-01,2164.85
2020-02-03,2102.5
2020-02-04,2107.75
2020-02-05,2146.55
2020-02-06,2128.35
2020-02-07,2136.55
2020-02-10,2161.95
2020-02-11,2153.4
2020-02-12,2170.75
2020-02-13,2191.95
2020-02-14,2184.2
2020-02-17,2203.25
2020-02-18,2215.75
2020-02-19,2196.35
2020-02-20,2156.8
2020-02-24,2115.35
2020-02-25,2156.15
2020-02-26,2123.6
2020-02-27,2105.5
2020-02-28,2000.15
2020-03-02,2001.3
2020-03-03,2036.2
2020-03-04,2083.2
2020-03-05,2125.05
2020-03-06,2116.45
2020-03-09,1972.35
2020-03-11,1953.7
2020-03-12,1769.85
2020-03-13,1806.3
2020-03-16,1696.4
2020-03-17,1658.0
2020-03-18,1654.4
2020-03-19,1636.35
2020-03-20,1797.45
2020-03-23,1669.7
2020-03-24,1703.15
2020-03-25,1750.3
2020-03-26,1790.95
2020-03-27,1824.5
2020-03-30,1778.5
2020-03-31,1826.1
2020-04-01,1708.75
2020-04-03,1654.2
2020-04-07,1775.2
2020-04-08,1705.45
2020-04-09,1766.15
2020-04-13,1759.25
2020-04-15,1735.15
2020-04-16,1716.05
2020-04-17,1806.2
2020-04-20,1818.65
2020-04-21,1737.65
2020-04-22,1769.5
2020-04-23,1878.25
2020-04-24,1818.55
2020-04-27,1836.6
2020-04-28,1859.05
2020-04-29,1905.65
2020-04-30,2014.45
2020-05-04,1930.45
2020-05-05,1932.75
2020-05-06,1903.6
2020-05-07,1891.65
2020-05-08,1893.4
2020-05-11,1935.3
2020-05-12,1949.5
2020-05-13,1949.65
2020-05-14,1902.35
2020-05-15,1892.9
2020-05-18,1945.6
2020-05-19,1948.65
2020-05-20,1953.6
2020-05-21,1991.2
2020-05-22,2020.35
2020-05-26,1943.0
2020-05-27,2005.3
2020-05-28,2004.3
2020-05-29,1972.35
2020-06-01,2045.25
2020-06-02,2047.15
2020-06-03,2046.15
2020-06-04,2091.55
2020-06-05,2048.25
2020-06-08,2071.75
2020-06-09,2072.05
2020-06-10,2108.75
2020-06-11,2067.65
2020-06-12,2039.5
2020-06-15,2029.9
2020-06-16,2045.8
2020-06-17,2047.8
2020-06-18,2038.1
2020-06-19,2044.6
2020-06-22,2027.95
2020-06-23,2035.3
2020-06-24,2042.2
2020-06-25,2016.1
2020-06-26,2118.85
2020-06-29,2101.65
2020-06-30,2082.15
2020-07-01,2092.05
2020-07-02,2157.15
2020-07-03,2199.65
2020-07-06,2263.2
2020-07-07,2269.9
2020-07-08,2218.9
2020-07-09,2204.35
2020-07-10,2222.35
2020-07-13,2220.0
2020-07-14,2171.95
2020-07-15,2233.9
2020-07-16,2234.75
2020-07-17,2200.75
2020-07-20,2207.9
2020-07-21,2225.05
2020-07-22,2190.95
2020-07-23,2171.2
2020-07-24,2157.4
2020-07-27,2206.8
2020-07-28,2309.75
2020-07-29,2276.05
2020-07-30,2279.5
2020-07-31,2281.4
2020-08-03,2254.15
2020-08-04,2249.7
2020-08-05,2259.5
2020-08-06,2308.1
2020-08-07,2295.35
2020-08-10,2282.8
2020-08-11,2279.9
2020-08-12,2257.35
2020-08-13,2254.45
2020-08-14,2242.15
2020-08-17,2253.4
2020-08-18,2269.75
2020-08-19,2256.6
2020-08-20,2252.85
2020-08-21,2248.6
2020-08-24,2248.1
2020-08-25,2242.65
2020-08-26,2253.5
2020-08-27,2248.4
2020-08-28,2238.55
2020-08-31,2257.25
2020-09-01,2246.35
2020-09-02,2265.15
2020-09-03,2299.5
2020-09-04,2288.8
2020-09-07,2327.05
2020-09-08,2348.2
2020-09-09,2327.65
2020-09-10,2331.15
2020-09-11,2374.1
2020-09-14,2491.4
2020-09-15,2491.4
2020-09-16,2503.0
2020-09-17,2460.95
2020-09-18,2449.9
2020-09-21,2465.3
2020-09-22,2522.95
2020-09-23,2467.45
2020-09-24,2332.25
2020-09-25,2422.3
2020-09-28,2426.3
2020-09-29,2488.4
2020-09-30,2492.3
2020-10-01,2523.45
2020-10-05,2705.8
2020-10-06,2714.3
2020-10-07,2735.95
2020-10-08,2825.7
2020-10-09,2812.95
2020-10-12,2830.0
2020-10-13,2826.55
2020-10-14,2809.6
2020-10-15,2740.6
2020-10-16,2763.3
2020-10-19,2711.55
2020-10-20,2739.0
2020-10-21,2675.4
2020-10-22,2671.15
2020-10-23,2686.8
2020-10-26,2688.2
2020-10-27,2630.15
2020-10-28,2622.2
2020-10-29,2632.65
2020-10-30,2664.85
2020-11-02,2604.6
2020-11-03,2633.6
2020-11-04,2653.15
2020-11-05,2685.7
2020-11-06,2707.45
2020-11-09,2726.6
2020-11-10,2649.6
2020-11-11,2687.8
2020-11-12,2671.05
2020-11-13,2656.85
2020-11-14,2670.35
2020-11-17,2666.05
2020-11-18,2626.65
2020-11-19,2636.9
2020-11-20,2660.25
2020-11-23,2724.25
2020-11-24,2722.05
2020-11-25,2701.3
2020-11-26,2720.6
2020-11-27,2679.65
2020-12-01,2726.8
2020-12-02,2749.55
2020-12-03,2709.45
2020-12-04,2727.55
2020-12-07,2737.7
2020-12-08,2797.3
2020-12-09,2810.8
2020-12-10,2784.3
2020-12-11,2783.6
2020-12-14,2797.7
2020-12-15,2761.55
2020-12-16,2814.2
2020-12-17,2838.2
2020-12-18,2861.0
2020-12-21,2820.15
2020-12-22,2872.5
2020-12-23,2908.75
2020-12-24,2909.35
2020-12-28,2929.4
2020-12-29,2930.5
2020-12-30,2909.3
2020-12-31,2862.75
2021-01-01,2928.25
2021-01-04,3039.45
2021-01-05,3093.0
2021-01-06,3051.5
2021-01-07,3032.8
2021-01-08,3120.9
2021-01-11,3176.45
2021-01-12,3174.85
2021-01-13,3158.95
2021-01-14,3250.7
2021-01-15,3233.35
2021-01-18,3221.75
2021-01-19,3260.7
2021-01-20,3308.8
2021-01-21,3273.85
2021-01-22,3303.1
2021-01-25,3291.3
2021-01-27,3261.05
2021-01-28,3196.55
2021-01-29,3111.35
2021-02-01,3139.35
2021-02-02,3203.45
2021-02-03,3200.05
2021-02-04,3188.45
2021-02-05,3157.95
2021-02-08,3214.1
2021-02-09,3176.9
2021-02-10,3213.3
2021-02-11,3206.0
2021-02-12,3190.8
2021-02-15,3139.85
2021-02-16,3108.8
2021-02-17,3073.1
2021-02-18,3057.35
2021-02-19,3071.85
2021-02-22,2958.45
2021-02-23,2980.2
2021-02-24,2948.1
2021-02-25,2995.3
2021-02-26,2894.3
2021-03-01,2924.2
2021-03-02,3006.35
2021-03-03,3059.1
2021-03-04,3049.7
2021-03-05,3008.05
2021-03-08,3006.95
2021-03-09,3050.95
2021-03-10,3070.95
2021-03-12,3057.95
2021-03-15,3066.15
2021-03-16,3110.05
2021-03-17,3112.95
2021-03-18,3036.5
2021-03-19,3050.2
2021-03-22,3129.65
2021-03-23,3142.6
2021-03-24,3121.1
2021-03-25,3064.85
2021-03-26,3066.8
2021-03-30,3158.55
2021-03-31,3177.85
2021-04-01,3165.0
2021-04-05,3238.9
2021-04-06,3264.7
2021-04-07,3271.4
2021-04-08,3317.35
2021-04-09,3322.25
2021-04-12,3246.55
2021-04-13,3104.05
2021-04-15,3218.95
2021-04-16,3195.15
2021-04-19,3161.8
2021-04-20,3144.55
2021-04-22,3118.8
2021-04-23,3109.5
2021-04-26,3100.8
2021-04-27,3132.0
2021-04-28,3124.1
2021-04-29,3115.25
2021-04-30,3035.65
2021-05-03,3037.0
2021-05-04,3049.75
2021-05-05,3095.7
2021-05-06,3111.45
2021-05-07,3132.9
2021-05-10,3145.5
2021-05-11,3122.6
2021-05-12,3087.6
2021-05-14,3051.5
2021-05-17,3069.75
2021-05-18,3088.8
2021-05-19,3082.0
2021-05-20,3060.0
2021-05-21,3080.5
2021-05-24,3081.5
2021-05-25,3114.0
2021-05-26,3158.5
2021-05-27,3180.0
2021-05-28,3143.6
2021-05-31,3159.15
2021-06-01,3153.0
2021-06-02,3129.45
2021-06-03,3141.25
2021-06-04,3143.75
2021-06-07,3183.2
2021-06-08,3200.15
2021-06-09,3200.25
2021-06-10,3216.8
2021-06-11,3273.8
2021-06-14,3276.35
2021-06-15,3262.75
2021-06-16,3274.35
2021-06-17,3317.75
2021-06-18,3297.3
2021-06-21,3273.1
2021-06-22,3301.2
2021-06-23,3261.4
2021-06-24,3373.6
2021-06-25,3380.8
2021-06-28,3336.75
2021-06-29,3340.85
2021-06-30,3345.75
2021-07-01,3341.5
2021-07-02,3325.45
2021-07-05,3321.0
2021-07-06,3262.3
2021-07-07,3274.95
2021-07-08,3258.5
2021-07-09,3208.15
2021-07-12,3193.1
2021-07-13,3187.55
2021-07-14,3214.55
2021-07-15,3202.95
2021-07-16,3194.8
2021-07-19,3184.6
2021-07-20,3205.8
2021-07-22,3216.35
2021-07-23,3212.85
2021-07-26,3197.55
